Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like ( F ),Wind Chill ( F ),Barometric Pressure ( INHG ),Accumulated Rain ( IN ),Wind Speed ( MPH ),Wind Average ( MPH ),Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:00,77.2,83.0,71.0,77.0,83.0,77.0,29.98,0.0,3.0,6.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:05,77.0,83.0,71.0,77.0,84.0,77.0,29.98,0.0,2.0,4.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:10,77.0,83.0,71.0,77.0,83.0,77.0,29.98,0.0,2.0,2.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:15,76.8,84.0,71.0,77.0,82.0,77.0,29.98,0.0,5.0,4.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:20,76.8,84.0,71.0,77.0,83.0,77.0,29.98,0.0,3.0,5.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:25,76.8,84.0,71.0,77.0,83.0,77.0,29.98,0.0,3.0,4.0,270.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:30,76.8,84.0,71.0,77.0,84.0,77.0,29.98,0.0,2.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:35,76.8,85.0,72.0,77.0,83.0,77.0,29.98,0.0,3.0,5.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:40,76.8,85.0,72.0,77.0,83.0,77.0,29.98,0.0,4.0,5.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:45,76.8,85.0,72.0,77.0,81.0,77.0,29.98,0.0,8.0,6.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:50,76.8,85.0,72.0,77.0,84.0,77.0,29.98,0.0,2.0,4.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 00:55,76.8,86.0,72.0,77.0,81.0,77.0,29.98,0.0,7.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:00,77.0,86.0,72.0,77.0,83.0,77.0,29.98,0.0,5.0,5.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:05,77.0,86.0,72.0,77.0,83.0,77.0,29.98,0.0,5.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:10,77.0,86.0,72.0,77.0,84.0,77.0,29.98,0.0,3.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:15,77.0,87.0,72.0,77.0,84.0,77.0,29.98,0.0,4.0,4.0,68.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:20,76.8,87.0,72.0,77.0,84.0,77.0,29.98,0.0,4.0,5.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:25,76.6,87.0,72.0,77.0,81.0,77.0,29.97,0.0,8.0,6.0,23.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:30,76.6,87.0,72.0,77.0,83.0,77.0,29.97,0.0,5.0,6.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:35,76.6,88.0,73.0,77.0,82.0,77.0,29.98,0.0,7.0,6.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:40,76.6,88.0,73.0,77.0,82.0,77.0,29.98,0.0,7.0,6.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:45,76.6,88.0,73.0,77.0,83.0,77.0,29.98,0.0,4.0,5.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:50,76.6,88.0,73.0,77.0,83.0,77.0,29.97,0.0,5.0,4.0,293.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 01:55,76.6,88.0,73.0,77.0,84.0,77.0,29.97,0.0,4.0,4.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:00,76.6,89.0,73.0,77.0,84.0,77.0,29.98,0.0,4.0,3.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:05,76.6,89.0,73.0,77.0,83.0,77.0,29.98,0.0,5.0,4.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:10,76.5,89.0,73.0,77.0,84.0,77.0,29.98,0.0,3.0,4.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:15,76.5,89.0,73.0,77.0,83.0,77.0,29.98,0.0,5.0,5.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:20,76.5,89.0,73.0,77.0,84.0,77.0,29.98,0.0,4.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:25,76.3,89.0,73.0,76.0,85.0,76.0,29.98,0.0,2.0,4.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:30,76.3,89.0,73.0,76.0,82.0,76.0,29.98,0.0,7.0,6.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:35,76.3,89.0,73.0,76.0,84.0,76.0,29.98,0.0,4.0,3.0,248.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:40,76.1,89.0,73.0,76.0,83.0,76.0,29.98,0.0,5.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:45,76.1,89.0,73.0,76.0,84.0,76.0,29.98,0.0,3.0,4.0,68.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:50,76.1,89.0,73.0,76.0,83.0,76.0,29.98,0.0,6.0,6.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 02:55,76.1,89.0,73.0,76.0,84.0,76.0,29.98,0.0,4.0,4.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:00,76.1,89.0,73.0,76.0,85.0,76.0,29.98,0.0,2.0,4.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:05,76.1,89.0,73.0,76.0,83.0,76.0,29.98,0.0,5.0,4.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:10,76.1,89.0,73.0,76.0,85.0,76.0,29.98,0.0,2.0,2.0,45.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:15,76.1,89.0,73.0,76.0,84.0,76.0,29.98,0.0,4.0,4.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:20,76.1,89.0,73.0,76.0,84.0,76.0,29.98,0.0,4.0,5.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:25,76.1,89.0,73.0,76.0,83.0,76.0,29.98,0.0,5.0,5.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:30,76.1,89.0,73.0,76.0,82.0,76.0,29.98,0.0,7.0,6.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:35,75.9,89.0,71.0,76.0,80.0,76.0,29.98,0.0,5.0,4.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:40,75.7,89.0,71.0,76.0,81.0,76.0,29.97,0.0,3.0,5.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:45,75.6,89.0,71.0,76.0,81.0,76.0,29.97,0.0,4.0,5.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:50,75.4,89.0,71.0,75.0,81.0,75.0,29.97,0.0,3.0,3.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 03:55,75.2,90.0,72.0,75.0,82.0,75.0,29.97,0.0,2.0,4.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:00,75.2,90.0,72.0,75.0,81.0,75.0,29.98,0.0,5.0,4.0,270.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:05,75.0,90.0,72.0,75.0,82.0,75.0,29.98,0.0,2.0,3.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:10,74.8,90.0,72.0,75.0,82.0,75.0,29.98,0.0,2.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:15,74.8,91.0,72.0,75.0,81.0,75.0,29.98,0.0,4.0,3.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:20,74.8,91.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,2.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:25,74.8,91.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:30,74.8,91.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,3.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:35,75.0,91.0,72.0,75.0,82.0,75.0,29.98,0.0,3.0,3.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:40,75.0,91.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:45,75.0,91.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,2.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:50,75.0,91.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,2.0,45.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 04:55,75.0,91.0,72.0,75.0,82.0,75.0,29.98,0.0,3.0,2.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:00,75.0,91.0,72.0,75.0,82.0,75.0,29.98,0.0,3.0,3.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:05,75.0,91.0,72.0,75.0,84.0,75.0,29.98,0.0,0.0,1.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:10,74.8,91.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,2.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:15,74.8,92.0,72.0,75.0,82.0,75.0,29.98,0.0,2.0,1.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:20,74.8,92.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:25,74.8,92.0,72.0,75.0,82.0,75.0,29.98,0.0,3.0,2.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:30,74.8,92.0,72.0,75.0,83.0,75.0,29.98,0.0,2.0,2.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:35,74.8,92.0,72.0,75.0,84.0,75.0,29.98,0.0,0.0,1.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:40,74.8,92.0,72.0,75.0,83.0,75.0,29.99,0.0,2.0,1.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:45,74.7,92.0,72.0,75.0,83.0,75.0,29.99,0.0,2.0,2.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:50,74.7,92.0,72.0,75.0,84.0,75.0,29.99,0.0,0.0,1.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 05:55,74.7,92.0,72.0,75.0,84.0,75.0,29.99,0.0,0.0,0.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:00,74.5,93.0,73.0,75.0,84.0,75.0,29.98,0.0,0.0,0.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:05,74.5,93.0,73.0,75.0,83.0,75.0,29.98,0.0,2.0,1.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:10,74.5,93.0,73.0,75.0,84.0,75.0,29.98,0.0,0.0,1.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:15,74.3,93.0,73.0,74.0,84.0,74.0,29.98,0.0,0.0,2.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:20,74.1,93.0,71.0,74.0,80.0,74.0,29.98,0.0,1.0,1.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:25,74.1,94.0,71.0,74.0,80.0,74.0,29.98,0.0,2.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:30,74.1,95.0,71.0,74.0,80.0,74.0,29.98,0.0,2.0,2.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:35,74.1,95.0,71.0,74.0,82.0,74.0,29.98,0.0,0.0,0.0,248.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:40,74.1,95.0,71.0,74.0,80.0,74.0,29.98,0.0,2.0,1.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:45,74.3,95.0,73.0,74.0,83.0,74.0,29.98,0.0,2.0,2.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:50,74.3,95.0,73.0,74.0,84.0,74.0,30.0,0.0,0.0,1.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 06:55,74.3,95.0,73.0,74.0,83.0,74.0,30.0,0.0,2.0,2.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:00,74.5,95.0,73.0,75.0,83.0,75.0,30.0,0.0,2.0,2.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:05,74.7,95.0,73.0,75.0,83.0,75.0,30.0,0.0,2.0,1.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:10,74.8,95.0,73.0,75.0,83.0,75.0,30.0,0.0,2.0,1.0,45.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:15,75.0,95.0,73.0,75.0,84.0,75.0,30.0,0.0,1.0,1.0,23.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:20,75.2,94.0,73.0,75.0,83.0,75.0,30.0,0.0,2.0,2.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:25,75.4,94.0,73.0,75.0,83.0,75.0,30.0,0.0,1.0,2.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:30,75.4,94.0,73.0,75.0,83.0,75.0,30.0,0.0,2.0,1.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:40,75.6,94.0,73.0,76.0,82.0,76.0,30.0,0.0,3.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:45,75.9,93.0,73.0,76.0,83.0,76.0,30.0,0.0,2.0,2.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:50,76.3,93.0,74.0,76.0,86.0,76.0,30.0,0.0,2.0,3.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 07:55,76.5,92.0,74.0,77.0,86.0,77.0,30.0,0.0,2.0,2.0,23.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:00,77.2,91.0,74.0,77.0,84.0,77.0,30.0,0.0,4.0,3.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:05,77.4,90.0,73.0,77.0,84.0,77.0,30.0,0.0,3.0,2.0,248.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:10,77.5,90.0,73.0,80.0,84.0,78.0,30.0,0.0,3.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:15,77.7,89.0,73.0,80.0,85.0,78.0,30.01,0.0,2.0,2.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:20,78.3,89.0,75.0,80.0,87.0,78.0,30.01,0.0,2.0,2.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:25,78.3,88.0,74.0,80.0,88.0,78.0,30.01,0.0,2.0,3.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:30,79.3,86.0,74.0,82.0,88.0,79.0,30.01,0.0,1.0,2.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:35,79.0,86.0,74.0,82.0,86.0,79.0,30.01,0.0,4.0,2.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:40,79.0,86.0,74.0,82.0,86.0,79.0,30.01,0.0,4.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:45,80.1,84.0,75.0,84.0,88.0,80.0,30.01,0.0,4.0,4.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:50,79.7,84.0,75.0,84.0,89.0,80.0,30.01,0.0,2.0,4.0,248.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 08:55,80.2,83.0,74.0,84.0,88.0,80.0,30.01,0.0,5.0,3.0,23.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:00,80.1,83.0,74.0,84.0,89.0,80.0,30.01,0.0,3.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:05,81.3,82.0,74.0,86.0,87.0,81.0,30.01,0.0,5.0,2.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:10,81.0,82.0,74.0,86.0,88.0,81.0,30.01,0.0,4.0,4.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:15,79.9,83.0,74.0,84.0,89.0,80.0,30.02,0.0,3.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:20,79.5,83.0,73.0,84.0,85.0,80.0,30.02,0.0,5.0,3.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:25,80.2,82.0,74.0,84.0,89.0,80.0,30.02,0.0,2.0,2.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:30,79.9,83.0,74.0,84.0,88.0,80.0,30.02,0.0,4.0,2.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:35,79.5,83.0,73.0,84.0,87.0,80.0,30.03,0.0,2.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:40,81.1,81.0,74.0,86.0,89.0,81.0,30.03,0.0,2.0,2.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:45,80.8,81.0,74.0,86.0,88.0,81.0,30.03,0.0,4.0,3.0,90.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:50,80.4,81.0,74.0,84.0,88.0,80.0,30.03,0.0,3.0,4.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 09:55,81.7,78.0,74.0,88.0,89.0,82.0,30.03,0.0,5.0,6.0,315.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:00,83.7,74.0,74.0,91.0,91.0,84.0,30.03,0.0,5.0,6.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:05,85.1,72.0,75.0,93.0,94.0,85.0,30.03,0.0,5.0,4.0,45.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:10,86.7,68.0,74.0,96.0,91.0,87.0,30.03,0.0,7.0,6.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:15,86.7,68.0,74.0,96.0,94.0,87.0,30.02,0.0,2.0,4.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:20,85.1,70.0,75.0,92.0,93.0,85.0,30.02,0.0,5.0,4.0,45.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:25,85.1,70.0,75.0,92.0,94.0,85.0,30.02,0.0,3.0,4.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:30,87.6,67.0,75.0,98.0,95.0,88.0,30.02,0.0,4.0,4.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:35,87.6,65.0,74.0,97.0,96.0,88.0,30.02,0.0,2.0,4.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:40,88.0,64.0,74.0,97.0,94.0,88.0,30.02,0.0,5.0,5.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:45,88.0,63.0,73.0,96.0,95.0,88.0,30.02,0.0,2.0,5.0,270.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:50,88.7,62.0,74.0,98.0,97.0,89.0,30.01,0.0,4.0,5.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 10:55,90.0,60.0,73.0,99.0,96.0,90.0,30.01,0.0,5.0,6.0,68.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:00,89.8,61.0,74.0,100.0,96.0,90.0,30.01,0.0,5.0,4.0,68.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:05,88.5,63.0,73.0,98.0,95.0,89.0,30.01,0.0,3.0,4.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:10,89.4,61.0,74.0,97.0,95.0,89.0,30.01,0.0,7.0,6.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:15,90.0,60.0,73.0,99.0,97.0,90.0,30.01,0.0,2.0,4.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:20,90.9,58.0,74.0,100.0,98.0,91.0,30.01,0.0,6.0,6.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:25,90.3,58.0,72.0,98.0,95.0,90.0,30.01,0.0,5.0,6.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:30,91.2,57.0,73.0,100.0,98.0,91.0,30.01,0.0,5.0,5.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:35,91.6,56.0,73.0,102.0,98.0,92.0,30.01,0.0,4.0,4.0,68.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:40,91.4,56.0,73.0,99.0,98.0,91.0,30.01,0.0,5.0,6.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:45,90.7,56.0,73.0,99.0,98.0,91.0,30.01,0.0,4.0,4.0,248.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:50,89.4,58.0,72.0,96.0,96.0,89.0,30.01,0.0,4.0,6.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 11:55,91.0,56.0,73.0,99.0,98.0,91.0,30.01,0.0,4.0,6.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:00,91.8,55.0,72.0,101.0,97.0,92.0,30.0,0.0,5.0,5.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:05,90.0,57.0,72.0,98.0,96.0,90.0,30.0,0.0,3.0,4.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:10,92.8,52.0,72.0,101.0,99.0,93.0,30.0,0.0,5.0,5.0,68.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:15,93.0,54.0,74.0,103.0,99.0,93.0,30.0,0.0,6.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:20,91.2,56.0,73.0,99.0,96.0,91.0,30.0,0.0,7.0,5.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:25,92.7,51.0,72.0,101.0,99.0,93.0,29.99,0.0,4.0,5.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:30,92.8,53.0,73.0,102.0,99.0,93.0,29.99,0.0,6.0,4.0,158.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:35,92.7,52.0,72.0,101.0,98.0,93.0,29.99,0.0,7.0,6.0,113.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:40,91.2,54.0,72.0,98.0,98.0,91.0,29.99,0.0,4.0,4.0,225.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:45,93.4,50.0,71.0,100.0,100.0,93.0,29.99,0.0,2.0,4.0,338.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:50,95.0,50.0,73.0,105.0,102.0,95.0,29.98,0.0,3.0,5.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 12:55,95.2,47.0,71.0,103.0,100.0,95.0,29.98,0.0,4.0,6.0,203.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 13:00,94.8,47.0,71.0,103.0,100.0,95.0,29.98,0.0,5.0,6.0,45.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 13:05,95.4,46.0,70.0,102.0,100.0,95.0,29.98,0.0,5.0,6.0,135.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 13:10,94.6,46.0,70.0,102.0,100.0,95.0,29.98,0.0,5.0,4.0,68.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 13:15,93.6,47.0,69.0,101.0,96.0,94.0,29.98,0.0,8.0,4.0,180.0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,2022/06/01 13:20,94.3,46.0,70.0,100.0,100.0,94.0,29.98,0.0,4.0,6.0,203.0,,,,,,,,,
