Sensor Name,Sensor Type,Timestamp,Temperature ( F ),Humidity ( RH ),Dew Point ( F ),Heat Index ( F ),Feels Like ( F ),Wind Chill ( F ),Barometric Pressure ( INHG ),Accumulated Rain ( IN ),Wind Speed ( MPH ),Wind Average ( MPH ),Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:00,77.9,85,73,80,86,78,29.97,0,4,7,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:05,77.7,86,72,80,82,78,29.97,0,6,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:10,77.7,87,72,80,82,78,29.97,0,6,5,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:15,77.5,88,73,80,83,78,29.98,0,4,7,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:20,77.4,88,73,77,83,77,29.98,0,5,6,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:25,77.4,88,73,77,83,77,29.98,0,5,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:30,77.2,89,73,77,84,77,29.98,0,4,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:35,77.2,89,73,77,83,77,29.98,0,5,7,338,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:40,77.2,89,73,77,81,77,29.98,0,9,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:45,77.2,89,73,77,83,77,29.98,0,5,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:50,77.2,89,73,77,83,77,29.98,0,5,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 00:55,77.2,89,73,77,84,77,29.98,0,4,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:00,77.2,89,73,77,82,77,29.99,0,6,5,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:05,77.2,89,73,77,82,77,29.99,0,7,4,248,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:10,77.2,89,73,77,84,77,29.99,0,4,4,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:15,77.2,89,73,77,84,77,29.99,0,4,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:20,77.2,89,73,77,83,77,29.99,0,5,5,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:25,77.2,89,73,77,83,77,29.99,0,6,6,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:30,77.2,90,73,77,84,77,29.99,0,4,4,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:35,77.2,90,73,77,84,77,29.98,0,4,5,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:40,77.2,90,73,77,84,77,29.98,0,3,4,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:45,77.2,90,73,77,84,77,29.98,0,3,4,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:50,77.2,90,73,77,85,77,29.98,0,2,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 01:55,77.2,90,73,77,83,77,29.98,0,6,6,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:00,77.2,90,73,77,84,77,29.98,0,4,4,0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:05,77.2,90,73,77,85,77,29.98,0,2,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:10,77.2,90,73,77,83,77,29.98,0,6,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:15,77.2,90,73,77,84,77,29.98,0,3,3,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:20,77.2,90,73,77,83,77,29.98,0,5,3,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:25,77.2,90,73,77,84,77,29.98,0,4,5,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:30,77.2,90,73,77,81,77,29.98,0,9,5,293,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:35,77.2,90,73,77,83,77,29.97,0,6,5,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:40,77.2,90,73,77,85,77,29.97,0,2,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:45,77.2,90,73,77,85,77,29.97,0,2,2,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:50,77.2,90,73,77,84,77,29.97,0,4,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 02:55,77.2,91,74,77,84,77,29.97,0,4,6,23,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:00,77.2,91,74,77,84,77,29.96,0,5,5,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:05,77.2,91,74,77,84,77,29.96,0,5,4,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:10,77.2,91,74,77,84,77,29.96,0,5,4,68,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:15,77.2,91,74,77,84,77,29.96,0,4,4,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:20,77.2,91,74,77,84,77,29.96,0,5,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:25,77.2,91,74,77,85,77,29.96,0,3,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:30,77.2,91,74,77,84,77,29.96,0,4,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:35,77.2,91,74,77,84,77,29.97,0,4,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:40,77.2,91,74,77,85,77,29.97,0,3,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:45,77.2,91,74,77,85,77,29.97,0,2,4,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:50,77.2,92,74,77,84,77,29.97,0,4,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 03:55,77.2,92,74,77,85,77,29.97,0,3,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:00,77.2,92,74,77,86,77,29.97,0,2,3,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:05,77.2,92,74,77,85,77,29.97,0,2,4,248,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:10,77.2,92,74,77,84,77,29.97,0,4,4,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:15,77.2,92,74,77,82,77,29.97,0,7,4,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:20,77.2,92,74,77,85,77,29.97,0,3,3,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:25,77.2,92,74,77,83,77,29.98,0,7,4,23,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:30,77.2,92,74,77,84,77,29.98,0,4,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:35,77,92,74,77,84,77,29.97,0,4,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:40,77,92,74,77,83,77,29.97,0,7,6,68,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:45,77,92,74,77,86,77,29.97,0,1,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:50,76.8,92,74,77,84,77,29.97,0,4,3,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 04:55,76.8,92,74,77,82,77,29.97,0,7,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:00,76.8,92,74,77,85,77,29.98,0,3,4,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:05,76.8,92,74,77,84,77,29.98,0,5,5,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:10,76.8,92,74,77,85,77,29.98,0,2,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:15,76.8,92,74,77,85,77,29.98,0,3,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:20,76.8,92,74,77,84,77,29.98,0,5,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:25,76.8,92,74,77,84,77,29.98,0,4,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:30,76.8,92,74,77,83,77,29.98,0,7,4,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:35,76.6,92,74,77,84,77,29.99,0,5,3,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:40,76.6,92,74,77,82,77,29.99,0,7,5,23,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:45,76.6,92,74,77,86,77,29.99,0,1,4,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:50,76.6,92,74,77,84,77,30,0,5,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 05:55,76.6,92,74,77,83,77,30,0,6,3,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:00,76.6,92,74,77,84,77,30,0,4,4,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:05,76.6,92,74,77,84,77,30,0,4,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:10,76.6,92,74,77,86,77,30,0,2,3,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:15,76.6,92,74,77,86,77,30.01,0,2,4,45,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:20,76.6,92,74,77,85,77,30.01,0,2,3,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:25,76.6,92,74,77,86,77,30.01,0,1,2,45,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:30,76.6,92,74,77,86,77,30.01,0,2,3,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:35,76.6,92,74,77,85,77,30.01,0,2,2,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:40,76.6,92,74,77,84,77,30.01,0,4,4,248,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:45,76.6,92,74,77,84,77,30.01,0,4,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:50,76.6,93,74,77,84,77,30.02,0,4,2,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 06:55,76.6,93,74,77,85,77,30.02,0,4,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:00,76.6,93,74,77,85,77,30.03,0,3,3,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:05,76.6,93,74,77,85,77,30.03,0,2,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:10,76.6,93,74,77,85,77,30.03,0,2,3,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:15,76.6,93,74,77,86,77,30.03,0,2,2,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:20,76.6,93,74,77,85,77,30.03,0,2,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:25,76.6,93,74,77,85,77,30.04,0,3,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:30,76.6,93,74,77,85,77,30.04,0,4,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:35,76.8,92,74,77,84,77,30.04,0,4,3,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:40,76.8,92,74,77,84,77,30.04,0,5,3,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:45,76.8,92,74,77,85,77,30.04,0,2,3,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:50,77,91,74,77,83,77,30.05,0,6,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 07:55,77,91,74,77,84,77,30.05,0,5,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:00,77,91,74,77,84,77,30.06,0,5,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:05,77,91,74,77,84,77,30.06,0,4,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:10,77,91,74,77,85,77,30.06,0,2,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:15,77.4,90,73,77,85,77,30.06,0,2,5,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:20,77.7,90,73,80,83,78,30.06,0,5,3,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:25,77.7,89,73,80,85,78,30.06,0,2,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:30,77.9,89,75,80,86,78,30.06,0,5,4,248,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:35,78.1,88,74,80,87,78,30.07,0,3,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:40,78.3,88,74,80,88,78,30.07,0,2,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:45,78.4,88,74,80,87,78,30.07,0,2,4,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:50,78.4,88,74,80,86,78,30.07,0,5,3,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 08:55,78.6,87,74,82,87,79,30.07,0,3,5,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:00,78.6,87,74,82,85,79,30.08,0,6,5,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:05,78.6,87,74,82,87,79,30.08,0,2,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:10,78.6,87,74,82,86,79,30.08,0,4,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:15,78.4,87,74,80,86,78,30.08,0,4,4,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:20,78.6,87,74,82,87,79,30.08,0,2,5,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:25,78.6,87,74,82,86,79,30.08,0,4,5,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:30,79,87,74,82,86,79,30.08,0,5,4,68,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:35,78.6,87,74,82,87,79,30.09,0,3,4,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:40,79,87,74,82,87,79,30.09,0,3,5,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:45,79.5,86,74,85,86,80,30.09,0,3,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:50,79.7,85,75,84,89,80,30.09,0,4,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 09:55,79.5,85,73,84,86,80,30.09,0,3,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:00,79.7,85,75,84,88,80,30.09,0,6,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:05,80.4,84,75,84,88,80,30.09,0,5,4,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:10,81,82,74,86,87,81,30.09,0,6,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:15,80.4,83,74,84,88,80,30.09,0,4,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:20,80.8,83,74,87,88,81,30.09,0,5,5,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:25,81.7,81,75,89,89,82,30.1,0,7,6,45,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:30,81.7,80,75,88,91,82,30.1,0,4,5,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:35,81.1,81,74,86,87,81,30.1,0,5,5,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:40,81.5,81,75,89,90,82,30.1,0,4,7,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:45,83.1,78,74,90,90,83,30.1,0,4,6,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:50,82.9,77,74,90,89,83,30.1,0,5,4,248,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 10:55,83.7,77,76,92,92,84,30.1,0,5,4,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:00,84.4,75,75,92,91,84,30.1,0,6,4,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:05,83.3,76,75,90,90,83,30.1,0,7,6,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:10,83.5,76,75,92,91,84,30.1,0,6,5,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:15,83.3,76,75,90,91,83,30.1,0,6,6,45,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:20,83.7,76,75,92,89,84,30.1,0,9,5,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:25,84,75,75,92,91,84,30.1,0,5,5,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:30,85.1,74,76,94,92,85,30.1,0,9,6,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:35,87.1,70,76,97,97,87,30.1,0,4,5,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:40,85.8,71,75,95,95,86,30.1,0,2,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:45,87.1,70,76,97,97,87,30.1,0,3,4,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:50,85.8,71,75,95,94,86,30.1,0,4,5,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 11:55,85.5,73,76,96,96,86,30.1,0,2,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:00,86,71,75,95,94,86,30.1,0,4,6,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:05,86.2,70,75,95,93,86,30.1,0,5,7,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:10,85.8,70,75,95,92,86,30.1,0,7,7,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:15,86.7,70,75,97,93,87,30.11,0,4,6,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:20,87.6,69,76,99,96,88,30.11,0,5,6,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:25,87.3,69,76,97,97,87,30.1,0,2,4,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:30,88,68,75,99,96,88,30.1,0,4,5,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:35,89.6,65,76,102,96,90,30.1,0,7,5,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:40,89.4,65,76,100,96,89,30.1,0,7,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:45,90.3,64,75,102,97,90,30.1,0,6,5,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:50,90,64,75,102,96,90,30.1,0,7,6,0,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 12:55,90.1,63,75,101,97,90,30.1,0,5,7,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:00,89.1,65,76,100,96,89,30.09,0,7,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:05,89.6,65,76,102,97,90,30.09,0,5,6,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:10,92.5,62,78,108,102,93,30.09,0,6,4,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:15,92.1,60,75,104,98,92,30.09,0,6,7,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:20,92.1,60,75,104,97,92,30.09,0,7,7,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:25,92.7,61,77,108,103,93,30.08,0,2,4,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:30,92.3,59,76,104,101,92,30.08,0,5,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:35,91.6,60,75,104,97,92,30.08,0,9,7,45,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:40,92.1,60,75,104,97,92,30.08,0,7,6,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:45,90.5,62,76,103,99,91,30.08,0,5,6,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:50,90.5,62,76,103,98,91,30.08,0,8,6,68,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 13:55,93,59,76,106,101,93,30.08,0,5,4,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:00,91.4,61,76,102,100,91,30.07,0,4,5,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:05,91,62,76,103,98,91,30.07,0,7,5,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:10,93.4,59,76,106,102,93,30.07,0,4,4,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:15,91.4,60,75,102,94,91,30.07,0,14,7,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:20,90.5,61,76,102,99,91,30.07,0,5,6,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:25,90.3,62,74,100,96,90,30.07,0,6,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:30,90,62,74,100,97,90,30.07,0,5,7,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:35,91.9,59,75,104,97,92,30.06,0,7,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:40,93.7,58,76,108,102,94,30.06,0,4,4,23,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:45,92.7,58,76,105,100,93,30.06,0,7,6,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:50,93.7,57,75,107,100,94,30.06,0,6,4,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 14:55,91.6,58,74,103,97,92,30.06,0,6,6,248,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:00,90.9,59,75,101,98,91,30.06,0,6,8,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:05,92.7,58,76,105,100,93,30.06,0,6,7,158,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:10,91.6,59,75,104,98,92,30.06,0,5,5,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:15,92.3,58,76,103,99,92,30.05,0,9,9,248,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:20,92.1,57,73,102,97,92,30.05,0,7,7,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:25,92.7,57,75,105,100,93,30.05,0,6,7,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:30,91.9,58,74,103,97,92,30.05,0,7,6,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:35,90.5,59,75,101,99,91,30.04,0,4,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:40,91.4,58,74,100,100,91,30.04,0,2,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:45,91.8,58,74,103,98,92,30.04,0,5,5,23,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:50,90.9,59,75,101,97,91,30.04,0,7,6,180,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 15:55,89.4,62,74,98,94,89,30.04,0,10,7,135,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:00,89.4,62,74,98,97,89,30.04,0,5,5,90,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:05,89.6,61,74,100,96,90,30.04,0,6,5,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:10,89.1,63,75,98,95,89,30.04,0,7,5,45,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:15,88.9,63,75,98,97,89,30.03,0,5,6,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:20,90.1,61,74,100,96,90,30.03,0,5,6,203,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:25,91.8,59,75,104,98,92,30.03,0,6,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:30,93,58,76,105,99,93,30.03,0,9,7,270,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:35,90.9,60,75,102,98,91,30.03,0,7,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:40,91.8,59,75,104,96,92,30.03,0,9,7,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:45,91.4,59,75,101,97,91,30.03,0,7,6,248,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:50,91.2,60,75,102,97,91,30.02,0,7,7,68,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 16:55,91.4,59,75,101,98,91,30.02,0,5,6,113,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 17:00,91.9,58,74,103,97,92,30.02,0,7,6,225,,,,,,,,,
5-in-1 Weather Station,AcuRite Iris®,5/10/22 17:05,92.5,58,76,105,101,93,30.02,0,4,6,158,,,,,,,,,
